pH,TDS,Var3,Taste
5.897065751473435,699.0400063546191,0.18486912962586818,Kashaya
7.009552130800287,900.268694566469,0.24697973607248933,Lavana
2.0457214432697435,317.7308770258652,0.7082094562048112,Amla
7.0379375611257915,123.61947333956782,0.682798296633864,Madhura
8.379520714473813,583.7517225470098,0.30681789273957716,Tikta
7.096321471088468,921.6088395986282,0.613176424374803,Lavana
7.146513273925109,452.5636361059789,0.5274220310672074,Madhura
2.9132307519978613,562.3275145218068,0.5280828579488712,Amla
6.7178545444907645,285.5722759701158,0.8595301680341874,Madhura
7.751472251777068,1247.0455477738683,0.5626432788334615,Lavana
7.391332695142773,594.1545740933129,0.3843201608097233,Lavana
2.616664374015097,559.1987982097156,0.4385700662192049,Amla
3.9229966971392334,241.1883701278974,0.6291708057189667,Amla
7.548481739393177,973.6541879505078,0.7954993480830117,Lavana
8.741626157987456,399.83418309088296,0.7123281156159852,Tikta
8.169310658327882,663.4389216436896,0.4220833604553914,Tikta
2.4112742036837576,467.10201760462803,0.3490442174215509,Amla
6.931643345242733,873.5336961267251,0.34038978281832677,Lavana
7.972045235444918,792.517631733911,0.7031799649654442,Lavana
3.107459032545234,455.0466796238158,0.2874335282959416,Amla
6.384132190302767,212.69955097805004,0.22101456415476384,Madhura
7.7425422320349,938.5269740866822,0.9497628502570695,Lavana
6.913446449427222,175.35443814131585,0.6665213656911492,Madhura
4.563952128141823,581.9589436327988,0.24027155805894024,Amla
6.721811585096728,425.2287503992285,0.6675192209695633,Madhura
6.792273235764436,535.0162573814757,0.9582405138917199,Kashaya
2.5176856665682155,322.2688419738137,0.48479269379592205,Amla
7.018764704080631,415.79609848296906,0.5443093232109811,Madhura
5.266120086520675,490.23947919779937,0.5264625015674763,Kashaya
5.132585420817262,754.7701115432274,0.5101892537963613,Kashaya
7.18446839082471,588.266760741495,0.8130006988878058,Tikta
7.303679282538931,615.571878864241,0.3189268418638169,Tikta
6.313915152266303,562.5440061800992,0.8087152164510746,Katu
6.528320782401588,458.915398397913,0.6454710296033401,Katu
2.4421598149620563,417.7850210634658,0.8580434340603386,Amla
6.230190704112502,732.6227929611281,0.628156657365135,Kashaya
7.782773171652554,1172.575195278947,0.35022488316552736,Lavana
7.415677248796589,350.222055896437,0.3783774129413283,Tikta
7.544077573149111,621.3809489506557,0.331052222322006,Tikta
8.588754034725058,583.1922418371158,0.7503207936729247,Tikta
7.7231972420699835,674.6803415536351,0.9933934118283619,Tikta
6.881576803672878,333.27158958758037,0.844349943927244,Madhura
5.498806956902524,763.2370553117389,0.4609574862425304,Kashaya
6.947358720909865,467.6998862291249,0.9692765071190221,Katu
5.447761739073474,728.5285300168568,0.3042391426574037,Kashaya
6.544631896486862,209.69788459243972,0.22481985504128835,Madhura
6.081554198795816,419.20412542872396,0.3063091493992285,Kashaya
6.871424149329121,181.47445961436534,0.20980128236065465,Madhura
5.560031683751455,342.8293706689109,0.5947602009067864,Katu
7.448504614480516,699.3432617152021,0.5080663250160792,Tikta
7.7481896680152165,1310.3533039611038,0.9234613553365842,Lavana
7.11805688537887,453.18780678460223,0.8988685938624615,Madhura
5.385298225477865,543.6086868484285,0.31063007839011436,Kashaya
6.344098193428835,403.95977565424334,0.11039311435183015,Madhura
3.209697122841302,310.8678322817062,0.6953130181741094,Amla
8.063814329065494,689.5267157641804,0.1854463344768006,Tikta
6.318456065863208,545.5268946927359,0.5056422390074072,Kashaya
6.678712035955024,431.53617415039,0.30711056931550484,Madhura
7.447650902306958,630.7065457369621,0.5627645408148416,Lavana
6.444603322086047,527.069625007127,0.43626120795464074,Katu
4.78216261836055,322.2690997996241,0.31759239323957955,Amla
5.855111194413549,482.1172774693099,0.38892361834729494,Katu
7.068106855527003,455.5613217392741,0.1757704836990383,Tikta
7.999509241920446,641.0983568591948,0.8531967570778323,Tikta
6.704467970160791,389.403100907729,0.5700165524434521,Madhura
2.136552252563559,344.8083711432431,0.5239859570594401,Amla
